School,Address,Lat/Lon,Distance (Miles)
University of Wisconsin - River Falls,"410 S 3rd St, River Falls, WI, 54022","(44.861233, -92.6213)",1424.62319628665
Alaska Bible College,"248 East Elmwood Ave., Palmer, AK, 99645","(61.59884, -149.11214)",1423.42503320264
South Plains College,"1401 S. College Ave, Levelland, TX, 79336","(33.575714, -102.36771)",1420.73097032103
Bethel College,"300 E 27th St, North Newton, KS, 67117-0531","(38.074795, -97.34516)",1419.3835369996
Hastings Beauty School,"221 Second Street East, Hastings, MN, 55033","(44.744347, -92.85091)",1416.50330492416
Northwest Technology Center - Alva,"1801 S 11th St, Alva, OK, 73717","(36.788086, -98.67501)",1415.65998405036
Eddy County Beauty College,"1115 W Mermod Street, Carlsbad, NM, 88220","(32.420414, -104.23983)",1414.72240196794
Wayland Baptist University,"1900 W 7th St., Plainview, TX, 79072","(34.1866, -101.726036)",1413.88146760384
English as a Second Language International (ESLI) at the University of Wisconsin Superior,"Old Main 311 1710 Weeks Ave., Superior, WI, 54880","(46.71774, -92.09196)",1413.77842647983
Hesston College,"301 South Main, Hesston, KS, 67062-2093","(38.13362, -97.4316)",1413.19560577426
New Mexico State University - Carlsbad,"1500 University Dr, Carlsbad, NM, 88220","(32.441326, -104.2637)",1412.7315539939
"Cosmetology Careers Unlimited College of Hair, Skin, and Nails - Duluth","121 West Superior Street, Duluth, MN, 55802","(46.78576, -92.09975)",1412.31655706383
Marinello School of Beauty - Manhattan,"512 Poyntz Avenue, Manhattan, KS, 66502-6082","(39.17937, -96.56373)",1411.26897310519
Lake Superior College,"2101 Trinity Rd, Duluth, MN, 55811-3399","(46.785263, -92.1402)",1410.46360534023
Duluth Business University,"4724 Mike Colalillo Drive, Dultuh, MN, 55807","(46.74178, -92.15814)",1410.34107650832
Manhattan Christian College,"1415 Anderson Ave, Manhattan, KS, 66502-4801","(39.186043, -96.57962)",1410.30390950331
American Institute of Baking,"1213 Bakers Way, Manhattan, KS, 66502","(39.199226, -96.57441)",1410.04492592162
Manhattan Area Technical College,"3136 Dickens Ave, Manhattan, KS, 66503-2499","(39.196373, -96.617325)",1408.22023778579
Vermilion Community College,"1900 E Camp St, Ely, MN, 55731","(47.904175, -91.838066)",1408.14306691717
St. Olaf College,"1520 St Olaf Ave, Northfield, MN, 55057-1098","(44.46047, -93.17939)",1407.58628335492
Minnesota Intercollegiate Nursing Consortium,"1520 Saint Olaf Avenue, Northfield, MN, 55057","(44.46047, -93.17939)",1407.58628335492
Minnesota School of Cosmetology,"1750 Weir Drive, Woodbury, MN, 55125","(44.923496, -92.97446)",1406.85847874841
Dakota County Technical College,"1300  145th Street East, Rosemount, MN, 55068-2999","(44.73893, -93.07582)",1406.16099136744
Inver Hills Community College,"2500 80th Street East, Inver Grove Heights, MN, 55076-3224","(44.833485, -93.05454)",1405.08113206349
Montessori Training Center of Minnesota,"1611 Ames Avenue, St. Paul, MN, 55106","(44.97405, -93.03222)",1403.0903463893
Peru State College,"600 Hoyt Street, Peru, NE, 68421-0010","(40.475685, -95.731964)",1402.69808345516
Formations Institute of Cosmetology & Barbering LLC,"502 Texas, Woodward, OK, 73801","(36.43462, -99.38619)",1401.13308752559
Northwest Technical Institute,"950 Blue Gentian Road, Eagan, MN, 55121","(44.859188, -93.140495)",1400.52569476449
Saint Paul College - A Community and Technical College,"235 Marshall Ave, Saint Paul, MN, 55102-9808","(44.948193, -93.111206)",1399.97082760326
College of Visual Arts,"344 Summit Ave., St. Paul, MN, 55102","(44.943546, -93.11401)",1399.93996400852
Mitchell-Hamline School of Law,"875 Summit Ave, Saint Paul, MN, 55105-3076","(44.94139, -93.13695)",1398.91954214451
"Concordia University, St. Paul","1282 Concordia Ave, St. Paul, MN, 55104-5494","(44.95131, -93.1557)",1397.83538638405
Fond du Lac Tribal and Community College,"2101 14th St, Cloquet, MN, 55720","(46.6911, -92.448494)",1397.79690737272
St. Catherine University,"2004 Randolph Ave., St. Paul, MN, 55105","(44.92704, -93.182655)",1397.10205934168
Center for Contemporary Montessori Programs,"2004 Randolph Avenue, St. Paul, MN, 55104","(44.92704, -93.182655)",1397.10205934168
Hamline University,"1536 Hewitt Avenue, Saint Paul, MN, 55104-1284","(44.96647, -93.16835)",1396.92328604479
University of St. Thomas,"2115 Summit Ave, Saint Paul, MN, 55105-1078","(44.941666, -93.18825)",1396.52834841377
Bethel University,"3900 Bethel Drive, St. Paul, MN, 55112","(45.055393, -93.15718)",1395.55613581047
Hutchinson Community College,"1300 N Plum St, Hutchinson, KS, 67501","(38.040276, -97.92243)",1395.34994648676
Sidney's Hair Dressing College,"200 East 3rd Avenue, Hutchinson, KS, 67501","(38.05603, -97.92811)",1394.45857286315
University of Minnesota Medical Center - Fairview,"2450 Riverside Avenue, Minneapolis, MN, -","(44.965992, -93.2373)",1393.72767462718
Augsburg University,"2211 Riverside Ave, Minneapolis, MN, 55454","(44.96747, -93.24077)",1393.5348008647
Takoda Institute of Higher Education a Division of American Indian OIC,"1845 E. Franklin Ave, Minneapolis, MN, 55404-2221","(44.962517, -93.24742)",1393.33129749608
Academy College,"1600 W. 82nd Street, Bloomington, MN, 55431","(44.855255, -93.29975)",1393.20415995692
Bethlehem College & Seminary,"720 13th Avenue South, Minneapolis, MN, 55415","(44.969143, -93.254776)",1392.84789641779
Northwestern Health Sciences University,"2501 W 84th St, Bloomington, MN, 55431","(44.85162, -93.310875)",1392.76546668929
Northwestern Health Sciences University,"2501 West 84th Street, Bloomington, MN, 55431","(44.85162, -93.310875)",1392.76546668929
North Central University,"910 Elliot Ave, Minneapolis, MN, 55404-1391","(44.96989, -93.26103)",1392.54118130127
Aveda Institute,"400 Central Ave SE, Minneapolis, MN, 55414","(44.987877, -93.25403)",1392.48357967779
Normandale Community College,"9700 France Ave S, Bloomington, MN, 55431","(44.82916, -93.32944)",1392.38933386222
"Nystrom & Associates, Ltd.","1900 Silver Lake Road, New Brighton, MN, 55112","(45.07958, -93.21892)",1392.17746732662
Minneapolis College of Art and Design,"2501 Stevens Ave, Minneapolis, MN, 55404","(44.95718, -93.27532)",1392.14798333279
The Art Institutes International Minnesota,"15 S 9th St, Minneapolis, MN, 55402","(44.975975, -93.276146)",1391.7086606235
Minneapolis Media Institute,"4100 West 76th Street, Edina, MN, 55435","(44.86551, -93.33059)",1391.54783214497
Planned Parenthood of the Minnesota/S. Dakota,"1200 Lagoon Avenue, Minneapolis, MN, 55406","(44.949192, -93.29454)",1391.42497698149
Minneapolis Community and Technical College,"1501 Hennepin Ave, Minneapolis, MN, 55403-1779","(44.973175, -93.28429)",1391.38965615168
Christian Montessori Training Center International,"6820 Auto Club Road, Bloomington, MN, 55438","(44.79458, -93.37098)",1391.21020716144
Dunwoody College of Technology,"818 Dunwoody Blvd, Minneapolis, MN, 55403-1192","(44.972073, -93.28977)",1391.15834119088
Pine Technical and Community College,"900 4th St. SE, Pine City, MN, 55063","(45.81902, -92.96917)",1389.04514522332
Brown College Brooklyn Center Campus,"5951 Earle Brown Drive, Brooklyn Center, MN, 55430","(45.063576, -93.30598)",1388.46711089939
Spiritual Life Bible College,"6865 Shingle Creek Parkway, Brooklyn Center, MN, 55430-1414","(45.077595, -93.31663)",1387.67743180901
Western Technical College,"9624 Plaza Circle, El Paso, TX, 79927","(31.674406, -106.31999)",1387.44368247583
Scot Lewis Schools,"4124 Lancaster Ln, Plymouth, MN, 55441","(45.030113, -93.40355)",1384.63665104005
North Hennepin Community College,"7411 85th Ave N, Brooklyn Park, MN, 55445","(45.108875, -93.373215)",1384.39213751006
Central Baptist Theological Seminary of Minneapolis,"900 Forestview Lane North, Plymouth, MN, 55441","(44.9881, -93.42903)",1384.3420332146
Anoka-Ramsey Community College,"11200 Mississippi Blvd. NW, Coon Rapids, MN, 55433","(45.175617, -93.34556)",1384.28956673523
Brightwood College - El Paso,"8360 Burnham Road Suite 100, El Paso, TX, 79907","(31.738146, -106.32779)",1383.49614617579
Hennepin Technical College,"9000 Brooklyn Blvd, Brooklyn Park, MN, 55445","(45.09458, -93.39918)",1383.4841699705
Vantage College,"1605 George Dieter Bldg. 100, El Paso, TX, 79936","(31.752762, -106.30193)",1383.47510544147
David L. Carrasco Job Corps Center,"11155 Gateway West, El Paso, TX, 79935","(31.743738, -106.33034)",1383.09038631385
International Business College - El Paso,"1156 Barranca Drive, El Paso, TX, 79935","(31.750055, -106.333046)",1382.63761075719
Tri-State Cosmetology Institute 1,"1120 Vista De Oro, El Paso, TX, 79935","(31.749765, -106.338135)",1382.49191049385
Border Institute of Technology,"9611 Acer Ave, El Paso, TX, 79925","(31.766443, -106.35793)",1380.89259136869
Mesabi Range College,"1001 Chestnut St W, Virginia, MN, 55792","(47.52326, -92.54947)",1380.70523854235
El Paso Community College District,"9050 Viscount Boulevard (79925), El Paso, TX, 79998-0500","(31.77395, -106.37006)",1380.06998596489
Business Skills Institute - El Paso,"8037 Lockhead Drive, El Paso, TX, 79925","(31.79174, -106.382355)",1378.64573058162
Salina Area Technical College,"2562 Centennial Road, Salina, KS, 67401","(38.794445, -97.63439)",1378.04291300476
"Nova Academy of Cosmetology Mankato, LLC","1701 Adams Street, Mankato, MN, 56001","(44.16942, -93.96019)",1377.99239902159
Southwest University at El Paso,"1414 Geronimo Drive, El Paso, TX, 79925","(31.787876, -106.413475)",1377.8773028132
Salina Regional Health Center (SRHC),"400 South Santa Fe Avenue, Salina, KS, 67401","(38.834026, -97.60919)",1377.62644978095
Maternidad La Luz,"1308 Magoffin St., El Paso, TX, 79901","(31.763803, -106.47496)",1377.31850963117
Bethany Lutheran College,"700 Luther Dr, Mankato, MN, 56001","(44.165997, -93.990944)",1376.64111058097
Pipo Academy of Hair Design,"3000 Pershing Dr, El Paso, TX, 79903","(31.784754, -106.459785)",1376.58383228011
The University of Texas at El Paso,"500 W. University Ave, El Paso, TX, 79968-0691","(31.77054, -106.504265)",1375.99618978611
Gustavus Adolphus College,"800 West College Avenue, Saint Peter, MN, 56082-1498","(44.322098, -93.96863)",1374.02512728971
South Central College,"1920 Lee Blvd, North Mankato, MN, 56003-1920","(44.173306, -94.045525)",1373.92653956069
Denison Job Corps Center,"10 Opportunity Drive, Denison, IA, -","(42.015617, -95.328995)",1372.01892800375
Crown College,"8700 College View Drive, Saint Bonifacius, MN, 55375-9001","(44.88607, -93.74187)",1371.97368390996
Bellevue University,"1000 Galvin Rd S, Bellevue, NE, 68005-3098","(41.15141, -95.917725)",1371.75313339019
Grace University,"1311 S 9th St, Omaha, NE, 68108-3629","(41.246906, -95.92813)",1368.1966692984
West Texas A&M University,"2501 4th Ave, Canyon, TX, 79016-0001","(34.97983, -101.915726)",1366.65670449499
English as a Second Language International (ESLI) at West Texas A& M University,"301 23rd St. Suite 1000, Canyon, TX, 79015","(34.980854, -101.91932)",1366.46435873949
Joseph?s College of Cosmetology - Omaha,"3724 Farnam Street, Omaha, NE, 68131","(41.25779, -95.96801)",1366.01286065323
Hibbing Community College,"1515 E. 25th St., Hibbing, MN, 55746","(47.420475, -92.92106)",1365.10621337338
"Cosmetology Careers Unlimited College of Hair, Skin, and Nails- Hibbing","2534 East Beltline, Hibbing, MN, 55746","(47.420082, -92.923996)",1364.97714870258
Nebraska Christian College,"12550 S. 114th St., Papillion, NE, 68046","(41.122414, -96.09075)",1364.74241947924
"Xenon International Academy II, Inc.","8516 Park Drive, Omaha, NE, 68127-3622","(41.20147, -96.044716)",1364.29804442797
College of Saint Mary,"7000 Mercy Rd., Omaha, NE, 68106","(41.23791, -96.020676)",1364.22940282271
CHI Health Immanuel Medical Center,"7500 Mercy Road, Omaha, NE, 68124","(41.23791, -96.0291)",1363.84203691547
Universal College of Healing Arts,"8702 N. 30th Street, Omaha, NE, 68112","(41.33915, -95.961205)",1363.72369801513
Joseph?s College of Cosmetology - Beatrice,"2015 North 6th Street, Beatrice, NE, 68310","(40.28747, -96.7468)",1362.87719742268
Capitol School of Hairstyling & Esthetics,"10803 John Galt Boulevard, Omaha, NE, 68137","(41.21012, -96.08208)",1362.30144829214
Nebraska Methodist College of Nursing and Allied Health,"720 N. 87th Street, Omaha, NE, 68114","(41.2662, -96.04775)",1362.07538120134
Vatterott College - Spring Valley Campus,"11818 I Street, Omaha, NE, 68137","(41.21622, -96.09732)",1361.40418484213
Vatterott College - Omaha,"11818 I Street, Omaha, NE, 68137","(41.21622, -96.09732)",1361.40418484213
Mid-America Montessori Teacher Training Institute,"12344 Pacific St., Omaha, NE, 68154","(41.248627, -96.107735)",1359.88171902388
Mid America Montessori Teacher Training Institute,"12344 Pacific Street, Omaha, NE, 68154","(41.248627, -96.107735)",1359.88171902388
The Creative Center,"10850 Emmet St, Omaha, NE, 68164","(41.28976, -96.0823)",1359.73074348803
Exposito School of Hair Design Ltd,"3710 Mockingbird, Amarillo, TX, 79109-3208","(35.182747, -101.87871)",1358.08145230964
Eastern New Mexico University - Roswell,"52 University Blvd., Roswell, NM, 88203","(33.31952, -104.52417)",1355.33372201025
College of Hair Design - East,"9000 Andermatt Drive, Lincoln, NE, 68526","(40.732082, -96.597)",1354.46032716643
Frank Phillips College,"1301 W. Roosevelt St., Borger, TX, 79008-5118","(35.656967, -101.40615)",1353.88743639865
Southeast Community College Area,"8800 O Street, Lincoln, NE, 68520-1299","(40.813267, -96.58549)",1352.25976223126
Myotherapy Institute,"4001 Pioneer Woods Dr, Lincoln, NE, 68506","(40.77283, -96.624596)",1351.82767924512
Martin Luther College,"1995 Luther Court, New Ulm, MN, 56073","(44.30468, -94.47041)",1351.06265761272
Joseph?s College of Cosmetology - Lincoln,"6810 P. Street #200, Lincoln, NE, 68505","(40.81469, -96.6297)",1350.18995499135
Bryan College of Health Sciences,"1535 South 52nd St., Lincoln, NE, 68506-1398","(40.796955, -96.648926)",1349.90523676868
Barton County Community College,"245 NE 30th Road, Great Bend, KS, 67530","(38.318897, -98.72926)",1348.60010516609
Dana College,"2848 College Dr, Blair, NE, 68008","(41.551624, -96.15537)",1348.0634659171
Cloud County Community College,"2221 Campus Dr, Concordia, KS, 66901-1002","(39.554913, -97.66465)",1347.76090417011
Clovis Community College,"417 Schepps Blvd, Clovis, NM, 88101-8381","(34.40061, -103.16827)",1347.6422382141
College of Hair Design,"304 S Eleventh St, Lincoln, NE, 68508-2199","(40.81128, -96.70553)",1346.83659211181
Faust Institute of Cosmetology,"1543 18th Street, Spirit Lake, IA, 51360","(43.42259, -95.111015)",1342.88489355892
Doane University,"1014 Boswell Avenue, Crete, NE, 68333","(40.624416, -96.9519)",1341.90813812325
Saint Cloud State University,"720 Fourth Ave. South, Saint Cloud, MN, 56301-4498","(45.552494, -94.15266)",1339.23828017222
Model College of Hair Design,"201 Eighth Ave S, Saint Cloud, MN, 56301-4332","(45.557434, -94.15888)",1338.85364658323
St. Cloud Technical and Community College,"1540 Northway Drive, Saint Cloud, MN, 56303-1240","(45.57743, -94.18277)",1337.35738979773
Business Skills Institute-Las Cruces,"1400 El Paseo Road, Las Cruces, NM, 88001","(32.29605, -106.77005)",1337.05626467323
New Mexico State University - Dona Ana Community College,"2800 N. Sonoma Ranch Blvd., Las Cruces, NM, 88011","(32.353405, -106.74057)",1334.68220329453
New Mexico State University at Alamogordo,"2400 North Scenic Drive, Alamogordo, NM, 88310","(32.916176, -105.92583)",1329.27582159815
Prince William Sound Community College,"303 Lowe Street, Valdez, AK, 99686","(61.133923, -146.35663)",1329.05121562913
Rainy River Community College,"1501 Hwy 71, International Falls, MN, 56649","(48.595207, -93.42836)",1328.19217691684
Concordia University,"800 N Columbia Ave, Seward, NE, 68434","(40.91296, -97.09192)",1325.770537388
Northwest Iowa Community College,"603 W Park St, Sheldon, IA, 51201","(43.18595, -95.84839)",1314.80511565615
Avalon School of Cosmetology,"1428 North McMillan Street, Worthington, MN, 56187","(43.631634, -95.6029)",1314.64710564848
Western Iowa Tech Community College,"4647 Stone Ave, Sioux City, IA, 51102-5199","(42.47917, -96.34613)",1311.3175375831
Morningside College,"1501 Morningside Ave, Sioux City, IA, 51106-1751","(42.47547, -96.35871)",1310.84165477326
Northwestern College,"101 Seventh St SW, Orange City, IA, 51041","(42.99884, -96.05986)",1310.02327172741
Seward County Community College,"1801 N. Kansas Ave., Liberal, KS, 67901","(37.057186, -100.922195)",1308.58581938885
Siouxland College of Massage Therapy,"1312 Dakota Avenue, South Sioux City, NE, 68776","(42.47711, -96.41314)",1308.27388582964
St. Luke's College,"2720 Stone Park Blvd, Sioux City, IA, 51104-0263","(42.51792, -96.4053)",1307.46202163902
Bio-Chi Institute,"1925 Geneva, Sioux City, IA, 51103","(42.510868, -96.41823)",1307.06587489647
Briar Cliff University,"3303 Rebecca St, Sioux City, IA, 51104","(42.52418, -96.425644)",1306.33998406213
York College,"1125 E 8th St, York, NE, 68467-2699","(40.868717, -97.57984)",1304.98593195399
Dordt University,"700 7th St NE, Sioux Center, IA, 51250","(43.08438, -96.165695)",1302.78752571049
Oklahoma Panhandle State University,"323 Eagle Ave, Goodwell, OK, 73939-0430","(36.595345, -101.62884)",1300.44241462736
Fort Hays State University,"600 Park Street, Hays, KS, 67601","(38.87207, -99.33988)",1299.53579758849
Minnesota West Community and Technical College,"1593 11th Ave, Granite Falls, MN, 56241","(44.808083, -95.56419)",1288.84021127066
Southwest Minnesota State University,"1501 State Street, Marshall, MN, 56258","(44.45454, -95.75677)",1287.71170571802
Wayne State College,"1111 Main St, Wayne, NE, 68787","(42.240246, -97.017815)",1287.24372027522
Schwan's University,"800 East Southview Drive, Marshall, MN, 56258","(44.4362, -95.77914)",1287.08743509147
Leech Lake Tribal College,"6945 Littlewolf Road NW, Cass Lake, MN, 56633","(47.396297, -94.6538)",1285.96549561875
Cochise College,"901 North Colombo Avenue, Sierra Vista, AZ, 85650","(31.562586, -110.24889)",1279.55850743767
DeVoe College of Beauty,"750 Bartow Dr, Sierra Vista, AZ, 85635-1832","(31.553593, -110.29195)",1278.98873280625
Horizon Health Care Institute,"155 Bartow Drive, Sierra Vista, AZ, 85635","(31.553608, -110.29813)",1278.82641053667
Hastings College,"710 N Turner Ave, Hastings, NE, 68901","(40.58997, -98.374985)",1278.41722743541
Oak Hills Christian College,"1600 Oak Hills Rd SW, Bemidji, MN, 56601-8834","(47.424606, -94.84907)",1276.62986618068
Alexandria Technical and Community College,"1601 Jefferson Streeet, Alexandria, MN, 56308","(45.87403, -95.37319)",1276.5349536537
Northwest Technical College,"905 Grant Avenue SE, Bemidji, MN, 56601-4907","(47.453342, -94.85318)",1276.06984539052
Park Avenue School of Cosmetology,"306 Main Avenue South, Park Rapids, MN, 56470","(46.9199, -95.05998)",1273.8926046306
Garden City Community College,"801 Campus Dr, Garden City, KS, 67846-6333","(37.969337, -100.84737)",1271.59521018693
Sioux Falls Seminary,"2100 South Summit Avenue, Sioux Falls, SD, 57105","(43.525898, -96.736244)",1264.62584677845
Kilian Community College,"300 E. 6th Street, Sioux Falls, SD, 57103-7020","(43.551228, -96.72346)",1264.56907965091
University of Sioux Falls,"1101 W 22nd St, Sioux Falls, SD, 57105-1699","(43.53303, -96.738846)",1264.32134016779
National American University-Sioux Falls,"Vista Park Office Building Suite 100 2801 South Kiwanis Avenue, Sioux Falls, SD, 57105-4293","(43.519337, -96.76115)",1263.63701011525
Black Hills Beauty College,"3501 South Kelley Avenue, Sioux Falls, SD, 57106","(43.513912, -96.76958)",1263.38497997736
Western New Mexico University,"1000 W. College Ave, Silver City, NM, 88061","(32.77524, -108.28375)",1261.91548663575
Southeast Technical Institute,"2320 N Career Ave, Sioux Falls, SD, 57107-1301","(43.567814, -96.781044)",1261.46650681573
University of Minnesota - Morris,"600 East 4th Street, Morris, MN, 56267","(45.589436, -95.904465)",1257.1343044552
Avera Sacred Heart Hospital,"501 Summit, Yankton, SD, 57078-3899","(42.875347, -97.40741)",1250.92369334345
Institute of Lutheran Theology,"928 4th Street, Brookings, SD, 57006","(44.309067, -96.78979)",1242.94725078148
Joseph's College Cosmetology,"2213 Central Avenue, Kearney, NE, 68847","(40.697815, -99.081726)",1242.68127547614
University of Nebraska - Kearney,"2504 9th Avenue, Kearney, NE, 68849-1201","(40.7005, -99.09397)",1242.03421908259
Minnesota State Community and Technical College,"1414 College Way, Fergus Falls, MN, 56537-1000","(46.287304, -96.100296)",1235.63765131856
Dakota State University,"820 N. Washington Ave., Madison, SD, 57042-1799","(43.997486, -97.109764)",1235.45369208433
New Mexico Institute of Mining and Technology,"801 Leroy Place, Socorro, NM, 87801","(34.065025, -106.90342)",1231.94373136301
White Earth Tribal and Community College,"2250 College Road, Mahnomen, MN, 56557","(47.32147, -95.9535)",1227.19734681614
Cortiva Institute - Tucson,"6390 East Broadway Boulevard, Tucson, AZ, 85710","(32.221123, -110.85655)",1222.96843167343
Arizona Academy of Beauty Inc,"5631 E Speedway Blvd, Tucson, AZ, 85712","(32.236187, -110.87238)",1221.62592513554
Pure Aesthetics,"2850 E. Speedway Blvd., Tucson, AZ, 85716","(32.236015, -110.93032)",1220.1436031644
Aveda Institute Tucson,"145 South 6th Avenue, Tucson, AZ, 85701","(32.22058, -110.96859)",1220.11890272754
Arizona School of Integrative Studies / ASIS Massage Education,"639 N. 6th Avenue, Tucson, AZ, 85705","(32.22956, -110.96867)",1219.55929066826
Southwest University of Visual Arts,"2525 North Country Club Road, Tucson, AZ, 85716","(32.253014, -110.92682)",1219.17911565504
Han University of Traditional Medicine,"2856 E. Fort Lowell Road, Tucson, AZ, 85716","(32.26493, -110.92939)",1218.37386739754
Khalsa Montessori Teacher Education Program,"3701 East River Road, Tucson, AZ, 85718","(32.275856, -110.91404)",1218.09187389468
Arizona Academy of Beauty - North,"4066 North Oracle Road, Tucson, AZ, 85705","(32.28051, -110.97806)",1216.15573996667
Hair Academy of Safford,"1550 West Thatcher Blvd, Safford, AZ, 85546","(32.83495, -109.72779)",1215.97191800296
Tucson College of Beauty,"3955 North Flowing Wells, Tucson, AZ, 85705","(32.27843, -110.99497)",1215.85082900849
Eastern Arizona College,"615 N. Stadium Ave., Thatcher, AZ, 85552-0769","(32.843555, -109.76305)",1214.45594575364
Pima County Joint Technical Education District,"2855 West Master Pieces Drive, Tucson, AZ, 85741","(32.312977, -111.02801)",1212.85903994577
Luna Community College,"366 Luna Drive, Las Vegas, NM, 87701","(35.622257, -105.25791)",1206.09209571328
Dakota Wesleyan University,"1200 W University Ave, Mitchell, SD, 57301-4398","(43.697876, -98.03268)",1199.97838893134
Mitchell Technical Institute,"1800 E. Spruce Street, Mitchell, SD, 57301","(43.68735, -98.04943)",1199.46779373778
Ing'enue Beauty School,"1024 Center Avenue, Moorhead, MN, 56560","(46.87506, -96.7642)",1195.85466072695
Josef's School of Hair Design Inc,"627 Northern Pacific Avenue, Fargo, ND, 58102","(46.87592, -96.78893)",1194.69940699839
The Salon Professionals Academy Fargo,"4377 15th Avenue South, Fargo, ND, 58103","(46.858295, -96.85817)",1191.74967805758
Metropolitan College,"8100 Mountain Rd. NE Suite 200, Albuquerque, NM, 87110-8711","(35.091835, -106.557175)",1187.27777807408
Central New Mexico Community College,"525 Buena Vista SE, Albuquerque, NM, 87106","(35.07582, -106.62409)",1185.79951328989
A Better U Beauty Barber Academy,"5400 Phoenix Avenue NE, Albuquerque, NM, 87110","(35.110962, -106.58321)",1185.32798124456
Albuquerque Public Schools,"807 Mountain Road NE, Albuquerque, NM, 87102","(35.09395, -106.635735)",1184.40826150814
Southwest Acupuncture College - Albuquerque,"7801 Academy Road NE, Albuquerque, NM, 87109","(35.14528, -106.557335)",1184.38014059466
The Aveda Institute of New Mexico,"1816 Central Avenue Southwest, Albuquerque, NM, 87104","(35.091297, -106.66608)",1183.49001925397
Albuquerque Job Corps Center,"1500 Indian School Road NW, Albuqueque, NM, -","(35.110073, -106.661026)",1182.64813963948
EC-Council University,"101 C Sun Avenue, Albuquerque, NM, 87109","(35.166626, -106.590385)",1182.0636838238
University of Nebraska College of Technical Agriculture,"404 East 7th, Curtis, NE, 69025-9552","(40.634895, -100.51175)",1180.60165803757
Institute of American Indian and Alaska Native Culture and Arts Development,"83 Avan Nu Po Road, Santa Fe, NM, 87508","(35.585197, -106.00892)",1180.47351169038
Santa Fe Community College,"6401 Richards Ave, Santa Fe, NM, 87508-4887","(35.60284, -106.00209)",1179.79081864729
Southwest Acupuncture College - Santa Fe,"1622 Galisteo Street, Santa Fe, NM, 87505","(35.663902, -105.94836)",1178.53025729559
Santa Fe University of Art and Design,"1600 St. Michael's Drive, Santa Fe, NM, 87505-7634","(35.659264, -105.9731)",1177.87320778574
Vouge College of Cosmetology,"2434 Cerrillos Road, Santa Fe, NM, 87505","(35.660206, -105.9818)",1177.5070093386
Northwest Kansas Technical College,"1209 Harrison St, Goodland, KS, 67735","(39.346756, -101.70089)",1177.4085125111
Southwestern College,"3960 ABC San Felipe, Santa Fe, NM, 87507","(35.636654, -106.05207)",1176.19376674757
University of North Dakota,"264 Centennial Drive Stop 8193, Grand Forks, ND, 58202-8193","(47.92097, -97.07362)",1168.85700422531
Mayville State University,"330 Third St NE, Mayville, ND, 58257-1299","(47.504227, -97.32254)",1161.96235983642
Trinidad State Junior College,"600 Prospect St, Trinidad, CO, 81082","(37.17354, -104.513725)",1156.90491003881
Mid-Plains Community College - South Campus,"601 West State Farm Road, North Platte, NE, 69101","(41.09019, -100.772064)",1152.79328359846
Joseph?s College of Cosmetology,"1620 East Fourth Street, North Platte, NE, 69101","(41.13406, -100.744606)",1152.50333409773
Northern State University,"1200 S Jay St, Aberdeen, SD, 57401-7198","(45.477917, -98.4836)",1139.25460932338
Quantum Helicopters,"2370 S. Airport Blvd., Chandler, AZ, 85249","(33.270523, -111.815575)",1133.35070170989
American InterContinental University,"2200 East Germann Road, Chandler, AZ, 85286","(33.278107, -111.80313)",1133.19335231131
Maricopa Community Colleges - Chandler-Gilbert Community College,"2626 E. Pecos Road, Chandler, AZ, 85225-2499","(33.291885, -111.7935)",1132.58057451788
Trinity Bible College and Graduate School,"50 Sixth Avenue South, Ellendale, ND, 58436-7150","(46.002007, -98.52021)",1128.06086194357
Arizona Montessori Teacher Education Program,"1507 West Shawnee Drive, Chandler, AZ, 85224","(33.344296, -111.86776)",1127.44934404024
Avalon School of Cosmetology,"2111 S Alma School Rd Ste 21, Mesa, AZ, 85210","(33.376488, -111.85965)",1125.65340162136
The Bryman School - Tempe,"8945 S. Harl Avenue, Tempe, AZ, 85284","(33.33385, -111.96664)",1125.61696658173
South Mountain Montessori Teacher Education Program,"5130 E. Warner Road, Phoenix, AZ, 85044","(33.334244, -111.97644)",1125.34743921058
International Academy of Beauty,"42 North Stapley Drive, Mesa, AZ, -","(33.416042, -111.805305)",1124.57384613406
Carsten Institute of Cosmetology,"3345 S Rural Rd, Tempe, AZ, 85282","(33.39223, -111.92633)",1122.99483561093
Conservatory of Recording Arts and Sciences,"2300 E Broadway Rd, Tempe, AZ, 85282-1707","(33.40751, -111.88929)",1122.97793527365
Southwest College of Naturopathic Medicine & Health Sciences,"2140 E Broadway Rd, Tempe, AZ, 85282","(33.4075, -111.89483)",1122.83882079252
Southwest Institute of Healing Arts,"1100 Apache Boulevard, Tempe, AZ, 85281","(33.414783, -111.92275)",1121.68269317744
Western International University,"1601 W. Fountainhead Parkway, Tempe, AZ, 85282","(33.403667, -111.96421)",1121.33208501062
Maricopa Community Colleges - South Mountain Community College,"7050 South 24th Street, Phoenix, AZ, 85042","(33.382683, -112.03025)",1120.98659435853
Maricopa Community Colleges - Rio Salado Community College,"2323 W. 14th Street, Tempe, AZ, 85281-6950","(33.41359, -111.974236)",1120.4632217706
University of Phoenix,"4035 South Riverpoint Parkway, Phoenix, AZ, 85040-0723","(33.411266, -112.01452)",1119.59915547394
